#For example
#bin	name	om	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
178	ENSG00000110514_exon_39_7	11	+	47327037	47327137	47327037	47327137	1	47327037	47327137	0	ENSG00000110514_exon_39_7	cmpl	cmpl	0
179	ENSG00000110514_exon_39_8	11	+	47327087	47327187	47327087	47327187	1	47327087	47327187	0	ENSG00000110514_exon_39_8	cmpl	cmpl	0
180	ENSG00000110514_exon_40_1	11	+	47328141	47328241	47328141	47328241	1	47328141	47328241	0	ENSG00000110514_exon_40_1	cmpl	cmpl	0
181	ENSG00000110514_exon_40_2	11	+	47328191	47328291	47328191	47328291	1	47328191	47328291	0	ENSG00000110514_exon_40_2	cmpl	cmpl	0
182	ENSG00000110514_exon_40_3	11	+	47328241	47328341	47328241	47328341	1	47328241	47328341	0	ENSG00000110514_exon_40_3	cmpl	cmpl	0
183	ENSG00000110514_exon_40_4	11	+	47328291	47328391	47328291	47328391	1	47328291	47328391	0	ENSG00000110514_exon_40_4	cmpl	cmpl	0
184	ENSG00000110514_exon_40_5	11	+	47328341	47328441	47328341	47328441	1	47328341	47328441	0	ENSG00000110514_exon_40_5	cmpl	cmpl	0
185	ENSG00000110514_exon_40_6	11	+	47328391	47328491	47328391	47328491	1	47328391	47328491	0	ENSG00000110514_exon_40_6	cmpl	cmpl	0
186	ENSG00000110514_exon_40_7	11	+	47328441	47328541	47328441	47328541	1	47328441	47328541	0	ENSG00000110514_exon_40_7	cmpl	cmpl	0
187	ENSG00000110514_exon_40_8	11	+	47328491	47328591	47328491	47328591	1	47328491	47328591	0	ENSG00000110514_exon_40_8	cmpl	cmpl	0
188	ENSG00000110514_exon_40_9	11	+	47328541	47328641	47328541	47328641	1	47328541	47328641	0	ENSG00000110514_exon_40_9	cmpl	cmpl	0
189	ENSG00000110514_exon_40_10	11	+	47328591	47328691	47328591	47328691	1	47328591	47328691	0	ENSG00000110514_exon_40_10	cmpl	cmpl	0
190	ENSG00000110514_exon_40_11	11	+	47328641	47328741	47328641	47328741	1	47328641	47328741	0	ENSG00000110514_exon_40_11	cmpl	cmpl	0
191	ENSG00000110514_exon_41_1	11	+	47329045	47329145	47329045	47329145	1	47329045	47329145	0	ENSG00000110514_exon_41_1	cmpl	cmpl	0
192	ENSG00000110514_exon_41_2	11	+	47329095	47329195	47329095	47329195	1	47329095	47329195	0	ENSG00000110514_exon_41_2	cmpl	cmpl	0
193	ENSG00000110514_exon_41_3	11	+	47329145	47329245	47329145	47329245	1	47329145	47329245	0	ENSG00000110514_exon_41_3	cmpl	cmpl	0
194	ENSG00000110514_exon_41_4	11	+	47329195	47329295	47329195	47329295	1	47329195	47329295	0	ENSG00000110514_exon_41_4	cmpl	cmpl	0
195	ENSG00000110514_exon_41_5	11	+	47329245	47329345	47329245	47329345	1	47329245	47329345	0	ENSG00000110514_exon_41_5	cmpl	cmpl	0
196	ENSG00000110514_exon_41_6	11	+	47329295	47329395	47329295	47329395	1	47329295	47329395	0	ENSG00000110514_exon_41_6	cmpl	cmpl	0
197	ENSG00000110514_exon_41_7	11	+	47329345	47329445	47329345	47329445	1	47329345	47329445	0	ENSG00000110514_exon_41_7	cmpl	cmpl	0
198	ENSG00000110514_exon_41_8	11	+	47329395	47329495	47329395	47329495	1	47329395	47329495	0	ENSG00000110514_exon_41_8	cmpl	cmpl	0
199	ENSG00000110514_exon_41_9	11	+	47329445	47329545	47329445	47329545	1	47329445	47329545	0	ENSG00000110514_exon_41_9	cmpl	cmpl	0
200	ENSG00000110514_exon_41_10	11	+	47329495	47329595	47329495	47329595	1	47329495	47329595	0	ENSG00000110514_exon_41_10	cmpl	cmpl	0
201	ENSG00000110514_exon_41_11	11	+	47329545	47329645	47329545	47329645	1	47329545	47329645	0	ENSG00000110514_exon_41_11	cmpl	cmpl	0
202	ENSG00000110514_exon_41_12	11	+	47329595	47329695	47329595	47329695	1	47329595	47329695	0	ENSG00000110514_exon_41_12	cmpl	cmpl	0
203	ENSG00000110514_exon_41_13	11	+	47329645	47329745	47329645	47329745	1	47329645	47329745	0	ENSG00000110514_exon_41_13	cmpl	cmpl	0
204	ENSG00000110514_exon_41_14	11	+	47329695	47329795	47329695	47329795	1	47329695	47329795	0	ENSG00000110514_exon_41_14	cmpl	cmpl	0
205	ENSG00000110514_exon_41_15	11	+	47329745	47329845	47329745	47329845	1	47329745	47329845	0	ENSG00000110514_exon_41_15	cmpl	cmpl	0
206	ENSG00000110514_exon_41_16	11	+	47329795	47329895	47329795	47329895	1	47329795	47329895	0	ENSG00000110514_exon_41_16	cmpl	cmpl	0
207	ENSG00000110514_exon_41_17	11	+	47329845	47329945	47329845	47329945	1	47329845	47329945	0	ENSG00000110514_exon_41_17	cmpl	cmpl	0
208	ENSG00000110514_exon_41_18	11	+	47329895	47329995	47329895	47329995	1	47329895	47329995	0	ENSG00000110514_exon_41_18	cmpl	cmpl	0
209	ENSG00000110514_exon_41_19	11	+	47329945	47330045	47329945	47330045	1	47329945	47330045	0	ENSG00000110514_exon_41_19	cmpl	cmpl	0
210	ENSG00000184381_exon_1_1	22	-	38111494	38111594	38111494	38111594	1	38111494	38111594	0	ENSG00000184381_exon_1_1	cmpl	cmpl	0
211	ENSG00000184381_exon_1_2	22	-	38111544	38111644	38111544	38111644	1	38111544	38111644	0	ENSG00000184381_exon_1_2	cmpl	cmpl	0
212	ENSG00000184381_exon_1_3	22	-	38111594	38111694	38111594	38111694	1	38111594	38111694	0	ENSG00000184381_exon_1_3	cmpl	cmpl	0
213	ENSG00000184381_exon_1_4	22	-	38111644	38111744	38111644	38111744	1	38111644	38111744	0	ENSG00000184381_exon_1_4	cmpl	cmpl	0
214	ENSG00000184381_exon_1_5	22	-	38111694	38111794	38111694	38111794	1	38111694	38111794	0	ENSG00000184381_exon_1_5	cmpl	cmpl	0
215	ENSG00000184381_exon_1_6	22	-	38111744	38111844	38111744	38111844	1	38111744	38111844	0	ENSG00000184381_exon_1_6	cmpl	cmpl	0
216	ENSG00000184381_exon_1_7	22	-	38111794	38111894	38111794	38111894	1	38111794	38111894	0	ENSG00000184381_exon_1_7	cmpl	cmpl	0
217	ENSG00000184381_exon_1_8	22	-	38111844	38111944	38111844	38111944	1	38111844	38111944	0	ENSG00000184381_exon_1_8	cmpl	cmpl	0
218	ENSG00000184381_exon_1_9	22	-	38111894	38111994	38111894	38111994	1	38111894	38111994	0	ENSG00000184381_exon_1_9	cmpl	cmpl	0
219	ENSG00000184381_exon_1_10	22	-	38111944	38112044	38111944	38112044	1	38111944	38112044	0	ENSG00000184381_exon_1_10	cmpl	cmpl	0
220	ENSG00000184381_exon_1_11	22	-	38111994	38112094	38111994	38112094	1	38111994	38112094	0	ENSG00000184381_exon_1_11	cmpl	cmpl	0
221	ENSG00000184381_exon_1_12	22	-	38112044	38112144	38112044	38112144	1	38112044	38112144	0	ENSG00000184381_exon_1_12	cmpl	cmpl	0
222	ENSG00000184381_exon_1_13	22	-	38112094	38112194	38112094	38112194	1	38112094	38112194	0	ENSG00000184381_exon_1_13	cmpl	cmpl	0
223	ENSG00000184381_exon_1_14	22	-	38112144	38112244	38112144	38112244	1	38112144	38112244	0	ENSG00000184381_exon_1_14	cmpl	cmpl	0
224	ENSG00000184381_exon_1_15	22	-	38112194	38112294	38112194	38112294	1	38112194	38112294	0	ENSG00000184381_exon_1_15	cmpl	cmpl	0
225	ENSG00000184381_exon_1_16	22	-	38112244	38112344	38112244	38112344	1	38112244	38112344	0	ENSG00000184381_exon_1_16	cmpl	cmpl	0
226	ENSG00000184381_exon_2_1	22	-	38112503	38112603	38112503	38112603	1	38112503	38112603	0	ENSG00000184381_exon_2_1	cmpl	cmpl	0
227	ENSG00000184381_exon_2_2	22	-	38112553	38112653	38112553	38112653	1	38112553	38112653	0	ENSG00000184381_exon_2_2	cmpl	cmpl	0
228	ENSG00000184381_exon_2_3	22	-	38112603	38112703	38112603	38112703	1	38112603	38112703	0	ENSG00000184381_exon_2_3	cmpl	cmpl	0
229	ENSG00000184381_exon_2_4	22	-	38112653	38112753	38112653	38112753	1	38112653	38112753	0	ENSG00000184381_exon_2_4	cmpl	cmpl	0
230	ENSG00000184381_exon_2_5	22	-	38112703	38112803	38112703	38112803	1	38112703	38112803	0	ENSG00000184381_exon_2_5	cmpl	cmpl	0
231	ENSG00000184381_exon_2_6	22	-	38112753	38112853	38112753	38112853	1	38112753	38112853	0	ENSG00000184381_exon_2_6	cmpl	cmpl	0
232	ENSG00000184381_exon_2_7	22	-	38112803	38112903	38112803	38112903	1	38112803	38112903	0	ENSG00000184381_exon_2_7	cmpl	cmpl	0
233	ENSG00000184381_exon_3_1	22	-	38113486	38113586	38113486	38113586	1	38113486	38113586	0	ENSG00000184381_exon_3_1	cmpl	cmpl	0
234	ENSG00000184381_exon_3_2	22	-	38113536	38113636	38113536	38113636	1	38113536	38113636	0	ENSG00000184381_exon_3_2	cmpl	cmpl	0
235	ENSG00000184381_exon_3_3	22	-	38113586	38113686	38113586	38113686	1	38113586	38113686	0	ENSG00000184381_exon_3_3	cmpl	cmpl	0
236	ENSG00000184381_exon_4_1	22	-	38115526	38115626	38115526	38115626	1	38115526	38115626	0	ENSG00000184381_exon_4_1	cmpl	cmpl	0
237	ENSG00000184381_exon_4_2	22	-	38115576	38115676	38115576	38115676	1	38115576	38115676	0	ENSG00000184381_exon_4_2	cmpl	cmpl	0
238	ENSG00000184381_exon_4_3	22	-	38115626	38115726	38115626	38115726	1	38115626	38115726	0	ENSG00000184381_exon_4_3	cmpl	cmpl	0
239	ENSG00000184381_exon_4_4	22	-	38115676	38115776	38115676	38115776	1	38115676	38115776	0	ENSG00000184381_exon_4_4	cmpl	cmpl	0
240	ENSG00000184381_exon_4_5	22	-	38115726	38115826	38115726	38115826	1	38115726	38115826	0	ENSG00000184381_exon_4_5	cmpl	cmpl	0
241	ENSG00000184381_exon_4_6	22	-	38115776	38115876	38115776	38115876	1	38115776	38115876	0	ENSG00000184381_exon_4_6	cmpl	cmpl	0
242	ENSG00000184381_exon_5_1	22	-	38116074	38116174	38116074	38116174	1	38116074	38116174	0	ENSG00000184381_exon_5_1	cmpl	cmpl	0
243	ENSG00000184381_exon_5_2	22	-	38116124	38116224	38116124	38116224	1	38116124	38116224	0	ENSG00000184381_exon_5_2	cmpl	cmpl	0
244	ENSG00000184381_exon_6_1	22	-	38116319	38116419	38116319	38116419	1	38116319	38116419	0	ENSG00000184381_exon_6_1	cmpl	cmpl	0
245	ENSG00000184381_exon_7_1	22	-	38120758	38120858	38120758	38120858	1	38120758	38120858	0	ENSG00000184381_exon_7_1	cmpl	cmpl	0
246	ENSG00000184381_exon_7_2	22	-	38120808	38120908	38120808	38120908	1	38120808	38120908	0	ENSG00000184381_exon_7_2	cmpl	cmpl	0
247	ENSG00000184381_exon_7_3	22	-	38120858	38120958	38120858	38120958	1	38120858	38120958	0	ENSG00000184381_exon_7_3	cmpl	cmpl	0
248	ENSG00000184381_exon_7_4	22	-	38120908	38121008	38120908	38121008	1	38120908	38121008	0	ENSG00000184381_exon_7_4	cmpl	cmpl	0
249	ENSG00000184381_exon_7_5	22	-	38120958	38121058	38120958	38121058	1	38120958	38121058	0	ENSG00000184381_exon_7_5	cmpl	cmpl	0
250	ENSG00000184381_exon_8_1	22	-	38123094	38123194	38123094	38123194	1	38123094	38123194	0	ENSG00000184381_exon_8_1	cmpl	cmpl	0
251	ENSG00000184381_exon_8_2	22	-	38123144	38123244	38123144	38123244	1	38123144	38123244	0	ENSG00000184381_exon_8_2	cmpl	cmpl	0
252	ENSG00000184381_exon_8_3	22	-	38123194	38123294	38123194	38123294	1	38123194	38123294	0	ENSG00000184381_exon_8_3	cmpl	cmpl	0
253	ENSG00000184381_exon_9_1	22	-	38125638	38125738	38125638	38125738	1	38125638	38125738	0	ENSG00000184381_exon_9_1	cmpl	cmpl	0
254	ENSG00000184381_exon_10_1	22	-	38126370	38126470	38126370	38126470	1	38126370	38126470	0	ENSG00000184381_exon_10_1	cmpl	cmpl	0
255	ENSG00000184381_exon_10_2	22	-	38126420	38126520	38126420	38126520	1	38126420	38126520	0	ENSG00000184381_exon_10_2	cmpl	cmpl	0
256	ENSG00000184381_exon_10_3	22	-	38126470	38126570	38126470	38126570	1	38126470	38126570	0	ENSG00000184381_exon_10_3	cmpl	cmpl	0
257	ENSG00000184381_exon_10_4	22	-	38126520	38126620	38126520	38126620	1	38126520	38126620	0	ENSG00000184381_exon_10_4	cmpl	cmpl	0
258	ENSG00000184381_exon_10_5	22	-	38126570	38126670	38126570	38126670	1	38126570	38126670	0	ENSG00000184381_exon_10_5	cmpl	cmpl	0
259	ENSG00000184381_exon_10_6	22	-	38126620	38126720	38126620	38126720	1	38126620	38126720	0	ENSG00000184381_exon_10_6	cmpl	cmpl	0
260	ENSG00000184381_exon_10_7	22	-	38126670	38126770	38126670	38126770	1	38126670	38126770	0	ENSG00000184381_exon_10_7	cmpl	cmpl	0
261	ENSG00000184381_exon_11_1	22	-	38126761	38126861	38126761	38126861	1	38126761	38126861	0	ENSG00000184381_exon_11_1	cmpl	cmpl	0
262	ENSG00000184381_exon_11_2	22	-	38126811	38126911	38126811	38126911	1	38126811	38126911	0	ENSG00000184381_exon_11_2	cmpl	cmpl	0
263	ENSG00000184381_exon_11_3	22	-	38126861	38126961	38126861	38126961	1	38126861	38126961	0	ENSG00000184381_exon_11_3	cmpl	cmpl	0
264	ENSG00000184381_exon_11_4	22	-	38126911	38127011	38126911	38127011	1	38126911	38127011	0	ENSG00000184381_exon_11_4	cmpl	cmpl	0
265	ENSG00000184381_exon_11_5	22	-	38126961	38127061	38126961	38127061	1	38126961	38127061	0	ENSG00000184381_exon_11_5	cmpl	cmpl	0
266	ENSG00000184381_exon_11_6	22	-	38127011	38127111	38127011	38127111	1	38127011	38127111	0	ENSG00000184381_exon_11_6	cmpl	cmpl	0
267	ENSG00000184381_exon_11_7	22	-	38127061	38127161	38127061	38127161	1	38127061	38127161	0	ENSG00000184381_exon_11_7	cmpl	cmpl	0
268	ENSG00000184381_exon_11_8	22	-	38127111	38127211	38127111	38127211	1	38127111	38127211	0	ENSG00000184381_exon_11_8	cmpl	cmpl	0
269	ENSG00000184381_exon_11_9	22	-	38127161	38127261	38127161	38127261	1	38127161	38127261	0	ENSG00000184381_exon_11_9	cmpl	cmpl	0
270	ENSG00000184381_exon_11_10	22	-	38127211	38127311	38127211	38127311	1	38127211	38127311	0	ENSG00000184381_exon_11_10	cmpl	cmpl	0
271	ENSG00000184381_exon_11_11	22	-	38127261	38127361	38127261	38127361	1	38127261	38127361	0	ENSG00000184381_exon_11_11	cmpl	cmpl	0
272	ENSG00000184381_exon_11_12	22	-	38127311	38127411	38127311	38127411	1	38127311	38127411	0	ENSG00000184381_exon_11_12	cmpl	cmpl	0
273	ENSG00000184381_exon_11_13	22	-	38127361	38127461	38127361	38127461	1	38127361	38127461	0	ENSG00000184381_exon_11_13	cmpl	cmpl	0
274	ENSG00000184381_exon_12_1	22	-	38128160	38128260	38128160	38128260	1	38128160	38128260	0	ENSG00000184381_exon_12_1	cmpl	cmpl	0
275	ENSG00000184381_exon_12_2	22	-	38128210	38128310	38128210	38128310	1	38128210	38128310	0	ENSG00000184381_exon_12_2	cmpl	cmpl	0
276	ENSG00000184381_exon_12_3	22	-	38128260	38128360	38128260	38128360	1	38128260	38128360	0	ENSG00000184381_exon_12_3	cmpl	cmpl	0
277	ENSG00000184381_exon_12_4	22	-	38128310	38128410	38128310	38128410	1	38128310	38128410	0	ENSG00000184381_exon_12_4	cmpl	cmpl	0
278	ENSG00000184381_exon_12_5	22	-	38128360	38128460	38128360	38128460	1	38128360	38128460	0	ENSG00000184381_exon_12_5	cmpl	cmpl	0
279	ENSG00000184381_exon_13_1	22	-	38129453	38129553	38129453	38129553	1	38129453	38129553	0	ENSG00000184381_exon_13_1	cmpl	cmpl	0
280	ENSG00000184381_exon_13_2	22	-	38129503	38129603	38129503	38129603	1	38129503	38129603	0	ENSG00000184381_exon_13_2	cmpl	cmpl	0
281	ENSG00000184381_exon_14_1	22	-	38131989	38132089	38131989	38132089	1	38131989	38132089	0	ENSG00000184381_exon_14_1	cmpl	cmpl	0
282	ENSG00000184381_exon_14_2	22	-	38132039	38132139	38132039	38132139	1	38132039	38132139	0	ENSG00000184381_exon_14_2	cmpl	cmpl	0
283	ENSG00000184381_exon_15_1	22	-	38132830	38132930	38132830	38132930	1	38132830	38132930	0	ENSG00000184381_exon_15_1	cmpl	cmpl	0
284	ENSG00000184381_exon_15_2	22	-	38132880	38132980	38132880	38132980	1	38132880	38132980	0	ENSG00000184381_exon_15_2	cmpl	cmpl	0
285	ENSG00000184381_exon_15_3	22	-	38132930	38133030	38132930	38133030	1	38132930	38133030	0	ENSG00000184381_exon_15_3	cmpl	cmpl	0
286	ENSG00000184381_exon_16_1	22	-	38134987	38135087	38134987	38135087	1	38134987	38135087	0	ENSG00000184381_exon_16_1	cmpl	cmpl	0
287	ENSG00000184381_exon_17_1	22	-	38139981	38140081	38139981	38140081	1	38139981	38140081	0	ENSG00000184381_exon_17_1	cmpl	cmpl	0
288	ENSG00000184381_exon_17_2	22	-	38140031	38140131	38140031	38140131	1	38140031	38140131	0	ENSG00000184381_exon_17_2	cmpl	cmpl	0
289	ENSG00000184381_exon_17_3	22	-	38140081	38140181	38140081	38140181	1	38140081	38140181	0	ENSG00000184381_exon_17_3	cmpl	cmpl	0
290	ENSG00000184381_exon_18_1	22	-	38143104	38143204	38143104	38143204	1	38143104	38143204	0	ENSG00000184381_exon_18_1	cmpl	cmpl	0
291	ENSG00000184381_exon_18_2	22	-	38143154	38143254	38143154	38143254	1	38143154	38143254	0	ENSG00000184381_exon_18_2	cmpl	cmpl	0
292	ENSG00000184381_exon_18_3	22	-	38143204	38143304	38143204	38143304	1	38143204	38143304	0	ENSG00000184381_exon_18_3	cmpl	cmpl	0
293	ENSG00000184381_exon_18_4	22	-	38143254	38143354	38143254	38143354	1	38143254	38143354	0	ENSG00000184381_exon_18_4	cmpl	cmpl	0
294	ENSG00000184381_exon_18_5	22	-	38143304	38143404	38143304	38143404	1	38143304	38143404	0	ENSG00000184381_exon_18_5	cmpl	cmpl	0
295	ENSG00000184381_exon_18_6	22	-	38143354	38143454	38143354	38143454	1	38143354	38143454	0	ENSG00000184381_exon_18_6	cmpl	cmpl	0
296	ENSG00000184381_exon_18_7	22	-	38143404	38143504	38143404	38143504	1	38143404	38143504	0	ENSG00000184381_exon_18_7	cmpl	cmpl	0
297	ENSG00000184381_exon_19_1	22	-	38144895	38144995	38144895	38144995	1	38144895	38144995	0	ENSG00000184381_exon_19_1	cmpl	cmpl	0
298	ENSG00000184381_exon_20_1	22	-	38145437	38145537	38145437	38145537	1	38145437	38145537	0	ENSG00000184381_exon_20_1	cmpl	cmpl	0
299	ENSG00000184381_exon_20_2	22	-	38145487	38145587	38145487	38145587	1	38145487	38145587	0	ENSG00000184381_exon_20_2	cmpl	cmpl	0
300	ENSG00000184381_exon_20_3	22	-	38145537	38145637	38145537	38145637	1	38145537	38145637	0	ENSG00000184381_exon_20_3	cmpl	cmpl	0
301	ENSG00000184381_exon_20_4	22	-	38145587	38145687	38145587	38145687	1	38145587	38145687	0	ENSG00000184381_exon_20_4	cmpl	cmpl	0
302	ENSG00000184381_exon_21_1	22	-	38147367	38147467	38147367	38147467	1	38147367	38147467	0	ENSG00000184381_exon_21_1	cmpl	cmpl	0
303	ENSG00000184381_exon_21_2	22	-	38147417	38147517	38147417	38147517	1	38147417	38147517	0	ENSG00000184381_exon_21_2	cmpl	cmpl	0
304	ENSG00000184381_exon_22_1	22	-	38148492	38148592	38148492	38148592	1	38148492	38148592	0	ENSG00000184381_exon_22_1	cmpl	cmpl	0
305	ENSG00000184381_exon_22_2	22	-	38148542	38148642	38148542	38148642	1	38148542	38148642	0	ENSG00000184381_exon_22_2	cmpl	cmpl	0
306	ENSG00000184381_exon_23_1	22	-	38163414	38163514	38163414	38163514	1	38163414	38163514	0	ENSG00000184381_exon_23_1	cmpl	cmpl	0
307	ENSG00000184381_exon_23_2	22	-	38163464	38163564	38163464	38163564	1	38163464	38163564	0	ENSG00000184381_exon_23_2	cmpl	cmpl	0
308	ENSG00000184381_exon_23_3	22	-	38163514	38163614	38163514	38163614	1	38163514	38163614	0	ENSG00000184381_exon_23_3	cmpl	cmpl	0
309	ENSG00000184381_exon_23_4	22	-	38163564	38163664	38163564	38163664	1	38163564	38163664	0	ENSG00000184381_exon_23_4	cmpl	cmpl	0
310	ENSG00000184381_exon_23_5	22	-	38163614	38163714	38163614	38163714	1	38163614	38163714	0	ENSG00000184381_exon_23_5	cmpl	cmpl	0
311	ENSG00000184381_exon_24_1	22	-	38167917	38168017	38167917	38168017	1	38167917	38168017	0	ENSG00000184381_exon_24_1	cmpl	cmpl	0
312	ENSG00000184381_exon_24_2	22	-	38167967	38168067	38167967	38168067	1	38167967	38168067	0	ENSG00000184381_exon_24_2	cmpl	cmpl	0
313	ENSG00000184381_exon_24_3	22	-	38168017	38168117	38168017	38168117	1	38168017	38168117	0	ENSG00000184381_exon_24_3	cmpl	cmpl	0
314	ENSG00000184381_exon_25_1	22	-	38169217	38169317	38169217	38169317	1	38169217	38169317	0	ENSG00000184381_exon_25_1	cmpl	cmpl	0
315	ENSG00000184381_exon_25_2	22	-	38169267	38169367	38169267	38169367	1	38169267	38169367	0	ENSG00000184381_exon_25_2	cmpl	cmpl	0
316	ENSG00000184381_exon_25_3	22	-	38169317	38169417	38169317	38169417	1	38169317	38169417	0	ENSG00000184381_exon_25_3	cmpl	cmpl	0
317	ENSG00000184381_exon_25_4	22	-	38169367	38169467	38169367	38169467	1	38169367	38169467	0	ENSG00000184381_exon_25_4	cmpl	cmpl	0
318	ENSG00000184381_exon_25_5	22	-	38169417	38169517	38169417	38169517	1	38169417	38169517	0	ENSG00000184381_exon_25_5	cmpl	cmpl	0
319	ENSG00000184381_exon_26_1	22	-	38180324	38180424	38180324	38180424	1	38180324	38180424	0	ENSG00000184381_exon_26_1	cmpl	cmpl	0
320	ENSG00000184381_exon_27_1	22	-	38181663	38181763	38181663	38181763	1	38181663	38181763	0	ENSG00000184381_exon_27_1	cmpl	cmpl	0
321	ENSG00000184381_exon_27_2	22	-	38181713	38181813	38181713	38181813	1	38181713	38181813	0	ENSG00000184381_exon_27_2	cmpl	cmpl	0
322	ENSG00000184381_exon_27_3	22	-	38181763	38181863	38181763	38181863	1	38181763	38181863	0	ENSG00000184381_exon_27_3	cmpl	cmpl	0
323	ENSG00000184381_exon_28_1	22	-	38192032	38192132	38192032	38192132	1	38192032	38192132	0	ENSG00000184381_exon_28_1	cmpl	cmpl	0
324	ENSG00000184381_exon_29_1	22	-	38205292	38205392	38205292	38205392	1	38205292	38205392	0	ENSG00000184381_exon_29_1	cmpl	cmpl	0
325	ENSG00000184381_exon_29_2	22	-	38205342	38205442	38205342	38205442	1	38205342	38205442	0	ENSG00000184381_exon_29_2	cmpl	cmpl	0
326	ENSG00000184381_exon_29_3	22	-	38205392	38205492	38205392	38205492	1	38205392	38205492	0	ENSG00000184381_exon_29_3	cmpl	cmpl	0
327	ENSG00000184381_exon_29_4	22	-	38205442	38205542	38205442	38205542	1	38205442	38205542	0	ENSG00000184381_exon_29_4	cmpl	cmpl	0
328	ENSG00000184381_exon_29_5	22	-	38205492	38205592	38205492	38205592	1	38205492	38205592	0	ENSG00000184381_exon_29_5	cmpl	cmpl	0
329	ENSG00000184381_exon_29_6	22	-	38205542	38205642	38205542	38205642	1	38205542	38205642	0	ENSG00000184381_exon_29_6	cmpl	cmpl	0
330	ENSG00000184381_exon_29_7	22	-	38205592	38205692	38205592	38205692	1	38205592	38205692	0	ENSG00000184381_exon_29_7	cmpl	cmpl	0
331	ENSG00000086015_exon_1_1	1	+	45786986	45787086	45786986	45787086	1	45786986	45787086	0	ENSG00000086015_exon_1_1	cmpl	cmpl	0
332	ENSG00000086015_exon_1_2	1	+	45787036	45787136	45787036	45787136	1	45787036	45787136	0	ENSG00000086015_exon_1_2	cmpl	cmpl	0
333	ENSG00000086015_exon_2_1	1	+	45803612	45803712	45803612	45803712	1	45803612	45803712	0	ENSG00000086015_exon_2_1	cmpl	cmpl	0
334	ENSG00000086015_exon_2_2	1	+	45803662	45803762	45803662	45803762	1	45803662	45803762	0	ENSG00000086015_exon_2_2	cmpl	cmpl	0
335	ENSG00000086015_exon_2_3	1	+	45803712	45803812	45803712	45803812	1	45803712	45803812	0	ENSG00000086015_exon_2_3	cmpl	cmpl	0
336	ENSG00000086015_exon_2_4	1	+	45803762	45803862	45803762	45803862	1	45803762	45803862	0	ENSG00000086015_exon_2_4	cmpl	cmpl	0
337	ENSG00000086015_exon_2_5	1	+	45803812	45803912	45803812	45803912	1	45803812	45803912	0	ENSG00000086015_exon_2_5	cmpl	cmpl	0
338	ENSG00000086015_exon_2_6	1	+	45803862	45803962	45803862	45803962	1	45803862	45803962	0	ENSG00000086015_exon_2_6	cmpl	cmpl	0
339	ENSG00000086015_exon_2_7	1	+	45803912	45804012	45803912	45804012	1	45803912	45804012	0	ENSG00000086015_exon_2_7	cmpl	cmpl	0
340	ENSG00000086015_exon_2_8	1	+	45803962	45804062	45803962	45804062	1	45803962	45804062	0	ENSG00000086015_exon_2_8	cmpl	cmpl	0
341	ENSG00000086015_exon_2_9	1	+	45804012	45804112	45804012	45804112	1	45804012	45804112	0	ENSG00000086015_exon_2_9	cmpl	cmpl	0
342	ENSG00000086015_exon_3_1	1	+	45824432	45824532	45824432	45824532	1	45824432	45824532	0	ENSG00000086015_exon_3_1	cmpl	cmpl	0
343	ENSG00000086015_exon_3_2	1	+	45824482	45824582	45824482	45824582	1	45824482	45824582	0	ENSG00000086015_exon_3_2	cmpl	cmpl	0
344	ENSG00000086015_exon_4_1	1	+	45829438	45829538	45829438	45829538	1	45829438	45829538	0	ENSG00000086015_exon_4_1	cmpl	cmpl	0
345	ENSG00000086015_exon_4_2	1	+	45829488	45829588	45829488	45829588	1	45829488	45829588	0	ENSG00000086015_exon_4_2	cmpl	cmpl	0
346	ENSG00000086015_exon_6_1	1	+	45913587	45913687	45913587	45913687	1	45913587	45913687	0	ENSG00000086015_exon_6_1	cmpl	cmpl	0
347	ENSG00000086015_exon_6_2	1	+	45913637	45913737	45913637	45913737	1	45913637	45913737	0	ENSG00000086015_exon_6_2	cmpl	cmpl	0
348	ENSG00000086015_exon_7_1	1	+	45917338	45917438	45917338	45917438	1	45917338	45917438	0	ENSG00000086015_exon_7_1	cmpl	cmpl	0
349	ENSG00000086015_exon_7_2	1	+	45917388	45917488	45917388	45917488	1	45917388	45917488	0	ENSG00000086015_exon_7_2	cmpl	cmpl	0
350	ENSG00000086015_exon_7_3	1	+	45917438	45917538	45917438	45917538	1	45917438	45917538	0	ENSG00000086015_exon_7_3	cmpl	cmpl	0
351	ENSG00000086015_exon_8_1	1	+	45959385	45959485	45959385	45959485	1	45959385	45959485	0	ENSG00000086015_exon_8_1	cmpl	cmpl	0
352	ENSG00000086015_exon_9_1	1	+	45997723	45997823	45997723	45997823	1	45997723	45997823	0	ENSG00000086015_exon_9_1	cmpl	cmpl	0
353	ENSG00000086015_exon_10_1	1	+	46002804	46002904	46002804	46002904	1	46002804	46002904	0	ENSG00000086015_exon_10_1	cmpl	cmpl	0
354	ENSG00000086015_exon_11_1	1	+	46006240	46006340	46006240	46006340	1	46006240	46006340	0	ENSG00000086015_exon_11_1	cmpl	cmpl	0
355	ENSG00000086015_exon_11_2	1	+	46006290	46006390	46006290	46006390	1	46006290	46006390	0	ENSG00000086015_exon_11_2	cmpl	cmpl	0
